corpus_id	role	reading_tier	primary_review_class	secondary_review_classes	year	title	authors	venue	doi	pdf_basename	pdf_sha256	primary_asset_status	scope_status	target_contribution_type	target_method_or_driver	target_problem_or_model	method_semantic_id	problem_semantic_id	paper_protocol_id	execution_wave	package_status	claim_boundary
T42	D	KEY40	REV3	NONE	2024	Reinforcement Learning-Based Particle Swarm Optimization for Wind Farm Layout Problems	Zihang Zhang and Jiayi Li and Zhenyu Lei and Qianyu Zhu and Jiujun Cheng and Shangce Gao	Energy	10.1016/j.energy.2024.134050	2024_Zhang_Reinforcement_Learning_Based_Particle_Swarm_Optimization_for_Wind_Farm_Layout_Problems.pdf	1b7ef1911323fcffb3c48f4ff3321c29c0bcbcd2911a3972116c531c7eb57249	local_primary_pdf_hashed	retained_direct	retained_target_contribution	RLPSO	rpso2024_source_problem_ws1_ws4	rlpso_paper_corrected_training_reconstruction_v1	rpso2024_source_problem_ws1_ws4	energy2024_rlpso_native_25_v1	REV3	retained_plan005_package	Official source has no license and conflicts with paper in action step, seed, and PPO lifecycle; both variants remain separate
T37	D	KEY40	REV3	NONE	2022	An Adaptive Replacement Strategy-Incorporated Particle Swarm Optimizer for Wind Farm Layout Optimization	Zhenyu Lei and Shangce Gao and Yirui Wang and Yang Yu and Lijun Guo	Energy Conversion and Management	10.1016/j.enconman.2022.116174	2022_Lei_An_Adaptive_Replacement_Strategy_Incorporated_Particle_Swarm_Optimizer_for_Wind_Farm_Layout_Optimization.pdf	3d4551b28aaa912f82f0d13dd953e37c1e98589c8d6bb4f2735fae76b9f9722e	local_primary_pdf_hashed	retained_direct	retained_target_contribution	AGPSO	agpso_aiga_hgpso_landuse_156	agpso_paper_staged_parallel_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156_v1	enconman2022_agpso_native_25_v1	REV3	retained_plan005_package	Paper-staged semantics are primary; native 4x3x13 cases are distinct from FODE 50-case transfer and source ordering remains a separate replay identity
T05	D	KEY40	REV3	REV2	2014	A New Mathematical Programming Approach to Optimize Wind Farm Layouts	S.D.O. Turner and D.A. Romero and P.Y. Zhang and C.H. Amon and T.C.Y. Chan	Renewable Energy	10.1016/j.renene.2013.10.023	2014_Turner_A_New_Mathematical_Programming_Approach_to_Optimize_Wind_Farm_Layouts.pdf	06ed7e56a21e2ad7d9480985029adb334f2f64f742b7533072f494126d553be1	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	QIP and equivalent MILP with neighboring-K bound and declared open-solver reconstruction	six Case-A/B/C fixed-cardinality 10x10 paper cases	t05_turner_qip_milp_bounding_declared_open_solver_v1	t05_case_a_grid100_v1|t05_case_b_grid100_v1|t05_case_c_figure5_digitized_grid100_v1	t05_six_native_cases_one_deterministic_run_v1	REV3	h5_admitted_h6_and_formal_queued	academic equation-level reconstruction; not CPLEX, author code, exact Figure-5 data, numerical replay, or an optimality claim after node-limit exhaustion
T07	D	KEY40	REV3	NONE	2015	Layout Optimization for Maximizing Wind Farm Power Production Using Sequential Convex Programming	Jinkyoo Park and Kincho H. Law	Applied Energy	10.1016/j.apenergy.2015.03.139	2015_Park_Layout_Optimization_for_Maximizing_Wind_Farm_Power_Production_Using_Sequential_Convex_Programming.pdf	3cb643c1aa8585ce539bb170c78dc50f0da36a2cd8dd10734e880e70eba1ced3	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	explicit trust-region SCP with damped BFGS and declared open-QP reconstruction	Horns Rev 1 80-turbine single-direction expected-wind and wake-expansion cases	t07_explicit_scp_open_qp_declared_v1	t07_hornsrev80_single_direction_v1|t07_hornsrev80_expected_wind_v1|t07_hornsrev80_k_sensitivity_v1	t07_nine_paper_cases_one_deterministic_run_v1	REV3	h5_admitted_h6_and_formal_queued	academic equation-level reconstruction with declared geometry quadrature wind-bin and open-QP completions; not author source or numerical replay
T77	D	CORE-SUPPORT	REV3	REV5	2020	A Data-Driven Evolutionary Algorithm for Wind Farm Layout Optimization	Huan Long and Peikun Li and Wei Gu	Energy	10.1016/j.energy.2020.118310	2020_Long_A_Data_Driven_Evolutionary_Algorithm_for_Wind_Farm_Layout_Optimization.pdf	72a5822e535c1a1d88b87503f5add43fe33f9eacb74dd4722724d58a17f9b9b4	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	ADE-GRNN with adaptive best mutation and paper-first declared completions	two continuous-coordinate wind scenarios x nine turbine counts	t77_ade_grnn_paper_first_declared_v1	t77_long_ws1_continuous_v1|t77_long_ws2_continuous_v1	t77_18_cases_5_runs_pop40_gen3750_v1	REV3	h5_admitted_h6_and_formal_queued	academic paper-equation and lifecycle reconstruction; not author code raw-data random-bitstream or exact numerical replay
T45	D	KEY40	REV3	REV2,REV4	2025	Multi-Attention-Powered Learning Genetic Algorithm for Real-World 3D Wind Farm Layout Optimization	Jiaru Yang and Yaotong Song and Weiping Ding and Jun Tang and Zhenyu Lei and Shangce Gao	Swarm and Evolutionary Computation	10.1016/j.swevo.2025.102018	2025_Yang_Multi_Attention_Powered_Learning_Genetic_Algorithm_for_Real_World_3D_Wind_Farm_Layout_Optimization.pdf	770b56c0dccbd7683e3c33652d7062c385eb2f00c126d2e9f2a3b7129fdc5872	local_primary_pdf_hashed	retained_direct	retained_target_contribution	ALGA	alga_guishan_3d_declared_proxy_v1	alga_attention_declared_reconstruction_v1	alga_guishan_3d_declared_proxy_v1	swevo2025_alga_native_25_v1	REV3	retained_plan005_package	Original Guishan arrays and learned state are unavailable; current planar transfer cannot satisfy the native paper row
T31	D	KEY40	REV3	REV1,REV4	2022	Variable Neighborhood Search for Large Offshore Wind Farm Layout Optimization	Davide Cazzaro and David Pisinger	Computers & Operations Research	10.1016/j.cor.2021.105588	2022_Cazzaro_Variable_Neighborhood_Search_for_Large_Offshore_Wind_Farm_Layout_Optimization.pdf	dda02e13ea82f47898fffb1bf791128800c042b2db7859daff1d35122c40f851	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	PDSP-initialized Basic VNS with ten paper shake strategies	three Mosetti cases plus ten official synthetic offshore sites	t31_pdsp_random_conic_vns_declared_v1	t31_mosetti_threecase_matrix_v1|t31_official_synthetic10_pair_matrix_v1	t31_3x30s_10x3x1h_10x10h_v1	REV3	h5_admitted_h6_and_formal_queued	academic paper/data reconstruction; not author VNS source unpublished parameter random-bitstream or numerical replay
T27	D	KEY40	REV3	REV5	2025	Wind Farm Layout Optimization with Diffusion Models	Yujin Shin and Taeyoung Yun and Sujin Yun and Sungpil Woo and Sunhwan Lim and Jinkyoo Park	ACM SIGKDD 2025	10.1145/3711896.3737181	2025_Shin_Wind_Farm_Layout_Optimization_with_Diffusion_Models.pdf	d4edfb7fc417909141bfcc616d2ed941af6e7c055f738d0b11e635c128a4a26c	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	conditional EDM with fully connected GAT, MLP ablation and zero-shot size transfer	NREL 5 MW FLORIS 4.1.1 GCH rectangular fixed and diverse-wind cases	shin2025_conditional_edm_gat_paper_profile_v1	shin2025_floris411_gch_rectangular_v1	shin2025_three_seed_paper_cases_v1	REV3	h5_admitted_h6_and_formal_queued	academic paper-first train-from-scratch reconstruction; not author-original software private-data checkpoint replay or bitwise FLORIS identity
T21	D	KEY40	REV3	NONE	2022	Topology Optimization of Wind Farm Layouts	Nicolò Pollini	Renewable Energy	10.1016/j.renene.2022.06.019	2022_Pollini_Topology_Optimization_of_Wind_Farm_Layouts.pdf	7ebc7c5b628b35d013e91bf714fc660bd7e1c5638dba2f637a764065235096f2	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	RAMP-MMA	t21_pollini_two_circle_density_wflop_v1	t21_ramp_mma_declared_reconstruction_v1	t21_pollini_two_circle_density_wflop_v1	pollini2022_topology_native_404_v1	REV3	paper_pair_h5_validated	paper-equation and paper-linked-data academic declared reproduction; H5 admitted, Waffle H6 and 404 target runs pending
T72	D	CORE-SUPPORT	REV3	REV4,REV5	2018	Constrained Multi-Objective Wind Farm Layout Optimization: Novel Constraint Handling Approach Based on Constraint Programming	Sami Yamani Douzi Sorkhabi and David A. Romero and J. Christopher Beck and Cristina H. Amon	Renewable Energy	10.1016/j.renene.2018.03.053	2018_Sorkhabi_Constrained_Multi_Objective_Wind_Farm_Layout_Optimization_Novel_Constraint_Handling_Approach_Based_on_Constraint_Programming.pdf	8042a970ceaf9c0e129625078e6c3e07484fe4d43689182e85214e9c3df93919	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	CHCP-NSGA-II	t72_energy_noise_voronoi9_declared_reconstruction_v1	t72_chcp_nsga2_declared_reconstruction_v1	t72_energy_noise_voronoi9_declared_reconstruction_v1	sorkhabi2018_chcp_native_1440_v1	REV3	paper_pair_h5_validated	paper-equation and declared-map academic flexible reproduction; H5 admitted, Waffle H6 and 1440 target runs pending
T60	D	CORE-SUPPORT	REV3	REV1,REV4	2015	Solving the Wind Farm Layout Optimization Problem Using Random Search Algorithm	Ju Feng and Wen Zhong Shen	Renewable Energy	10.1016/j.renene.2015.01.005	2015_Feng_Solving_the_Wind_Farm_Layout_Optimization_Problem_Using_Random_Search_Algorithm.pdf	42f1d54cefc8edd6cf8ef32b93b1a64c2c3016f66e7ea9f8e5a61039f8a99a13	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	improved continuous random search with remembered successful turbine and direction	three ideal and three Horns Rev Jensen fixed-count WFLOP families	t60_improved_rs_incremental_v1	t60_ideal_continuous_jensen_v1;t60_hornsrev_jensen_v80_v1	t60_840run_direction_preprocessing_robustness_v1	REV3	paper_pair_h5_validated	source-backed flexible academic reproduction of Algorithm 1 and every native problem and probe family; no author Fortran random-state unavailable-array or exact-number claim
T11	D	CORE-SUPPORT	REV3	REV1	2016	BlockCopy-Based Operators for Evolving Efficient Wind Farm Layouts	Michael Mayo and Chen Zheng	IEEE Congress on Evolutionary Computation 2016	10.1109/cec.2016.7743909	2016_Mayo_BlockCopy_Based_Operators_for_Evolving_Efficient_Wind_Farm_Layouts.pdf	1dc7a1a06f9aec1f15098c8182e978e107b292a613fe4f15dfd2546a032acd2c	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	four BlockCopy-containing (1+1)-ES and (5,10)-ES methods	two Kusiak-Song and exact 2014 Competition 1/3 continuous fixed-count WFLOPs	t11_blockcopy_four_es_methods_v1	t11_kusiak_and_2014_competition_four_cases_v1	t11_480run_2000fes_v1	REV3	paper_pair_h5_validated	source-backed flexible academic reproduction of four target methods and all four native problems; no author optimizer random-stream or exact-number claim
L0259	D	CORE-SUPPORT	REV3	NONE	2019	Wind farm layout optimization based on support vector regression guided genetic algorithm with consideration of participation among landowners	Xinglong Ju and Feng Liu and Li Wang and Wei-Jen Lee	Energy Conversion and Management	10.1016/j.enconman.2019.06.082	2019_Ju_Wind_farm_layout_optimization_based_on_support_vector_regression_guided_genetic_algorithm_with_consideration_of_participation_among_landowners.pdf	5b6605a967143073a4da442c6aa50c873562e6c0f5037b822f38a1862a68782f	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	SUGGA with paper-primary and source-normal-threshold variants	12x12 landowner-participation grid; D1-D3; L0-L12; N15/20/25	l0259_sugga_paper_probability_v1|l0259_sugga_source_normal_threshold_v1	l0259_landowner12x12_d1d3_n15n25_v1	l0259_117case_100repeat_10000mc_pop120_gen200_v1	REV3	paper_pair_h5_validated	academic paper/source flexible reproduction of SUGGA and all 117 native problems; no author numerical trained-model or random-bitstream claim
T38	D	AUTHOR-LINEAGE	REV3	NONE	2023	A Chaotic Local Search-Based LSHADE with Enhanced Memory Storage Mechanism for Wind Farm Layout Optimization	Yang Yu and Tengfei Zhang and Zhenyu Lei and Yirui Wang and Haichuan Yang and Shangce Gao	Applied Soft Computing	10.1016/j.asoc.2023.110306	2023_Yu_A_Chaotic_Local_Search_Based_LSHADE_with_Enhanced_Memory_Storage_Mechanism_for_Wind_Farm_Layout_Optimization.pdf	7ba8d957399a42f536598dabc548f496f2ae37be1fe21f573476850a9e729d8d	local_primary_pdf_hashed	retained_direct	retained_target_contribution	CLSHADE	clshade_landuse_117	clshade_paper_derived_e0_physical_fes_v1	clshade_landuse_117_v1	asoc2023_clshade_native_25_v1	REV3	retained_plan005_package	Paper-native D1-D3 x N15/20/25 x L0-L12 contract uses 20,000 complete layout evaluations and cannot reuse the FODE transfer
T39	D	AUTHOR-LINEAGE	REV3	NONE	2023	An Improved Spherical Evolution with Enhanced Exploration Capabilities to Address Wind Farm Layout Optimization Problem	Haichuan Yang and Shangce Gao and Zhenyu Lei and Jiayi Li and Yang Yu and Yirui Wang	Engineering Applications of Artificial Intelligence	10.1016/j.engappai.2023.106198	2023_Yang_An_Improved_Spherical_Evolution_with_Enhanced_Exploration_Capabilities_to_Address_Wind_Farm_Layout_Optimization_Problem.pdf	7636d8aed3b5e16ed9512ff4cc1e48b00e38db478b7b1052808d407e8a680f47	local_primary_pdf_hashed	retained_direct	retained_target_contribution	ISE	ise_landuse_117	ise_paper_derived_e0_physical_fes_v1	ise_landuse_117_v1	engappai2023_ise_native_25_v1	REV3	retained_plan005_package	Paper-native P1-P3 x N15/20/25 x L0-L12 uses 154 m cells and 20,000 evaluations; FODE transfer results are not reusable
T46	D	AUTHOR-LINEAGE	REV3	NONE	2025	Probabilistic Bootstrap-Based Evolutionary Algorithm for Three-Objective Wind Farm Turbine Position Optimization	Chen Zhang and Haotian Li and Xiuxian Li and Jiujun Cheng and Zhenyu Lei and Shangce Gao	Swarm and Evolutionary Computation	10.1016/j.swevo.2025.101972	2025_Zhang_Probabilistic_Bootstrap_Based_Evolutionary_Algorithm_for_Three_Objective_Wind_Farm_Turbine_Position_Optimization.pdf	25fce3abb99a4403bb9a1a29b5054185b28c94029e72c6686f572e7e65a89bb6	local_primary_pdf_hashed	retained_direct	retained_target_contribution	MOEA/D-P	zhang2025_three_objective	moead_p_repaired_v1	zhang2025_three_objective	swevo2025_moeadp_native_25_v1	REV3	retained_plan005_package	Local MATLAB bundle contains partial pcode and no redistribution license; C++ evaluator and six-method results remain independently auditable
T30	D	CORE-SUPPORT	REV3	REV5	2016	Proximity Search Heuristics for Wind Farm Optimal Layout	Martina Fischetti and Michele Monaci	Journal of Heuristics	10.1007/s10732-015-9283-4	2016_Fischetti_Proximity_Search_Heuristics_for_Wind_Farm_Optimal_Layout.pdf	2dafae36f55cc0e4a03fa9f09a2e8018eab040ce1f27415b52a595cafbf6e498	local_primary_pdf_hashed	new_direct_ready	optimization_search_or_learning_method	proxy proximity-search heuristic	random50 3000m-square Jensen-SWT WFLOP	fischetti2016_proxy_highs_reconstruction_v1	fischetti2016_random50_jensen_declared_v1	fischetti2016_5x10x7_proxy_v1	REV3	h5_admitted_h6_and_formal_queued	academic paper-first reconstruction; no claim of author code, private-data replay, original-instance replay, or published-number identity
S04	D	AUTHOR-LINEAGE	REV3	REV1	2025	A Reinforcement Learning-Assisted Fractional-Order Differential Evolution for Solving Wind Farm Layout Optimization Problems	Yiliang Wang and Yifei Yang and Sichen Tao and Lianzhi Qi and Hao Shen	Mathematics	10.3390/math13182935	2025_Wang_A_Reinforcement_Learning_Assisted_Fractional_Order_Differential_Evolution_for_Solving_Wind_Farm_Layout_Optimization_Problems.pdf	0b388fb055956837876f5cfffd8320ab88c0bf4ef32d386c2143a0e7b498c9a0	local_primary_pdf_hashed	retained_direct	retained_target_contribution	FQFODE	fode_e0_common	fqfode_seeded_training_declared_reconstruction_v1	fode_wflop_e0_legacy_v1	math2025_fqfode_native_25_v1	REV3	retained_plan005_package	Author Q tables are optional replay evidence; full reproduction regenerates all Q tables from the declared training contract
S03	D	KEY40	REV3	NONE	2025	A State-of-the-Art Fractional Order-Driven Differential Evolution for Wind Farm Layout Optimization	Sichen Tao and Sicheng Liu and Ruihan Zhao and Yifei Yang and Hiroyoshi Todo and Haichuan Yang	Mathematics	10.3390/math13020282	2025_Tao_A_State_of_the_Art_Fractional_Order_Driven_Differential_Evolution_for_Wind_Farm_Layout_Optimization.pdf	aa8ceb7febbf6730da8f048514e692dc5bab6edb9c9cfba4496cc24c1786c661	local_primary_pdf_hashed	retained_direct	retained_target_contribution	FODE	fode_e0_common	fode_e0_physical_fes	fode_wflop_e0_legacy_v1	math2025_fode_native_25_v1	REV3	retained_plan005_package	Accepted quality results are reusable; canonical CLI and current pair-keyed H0-H6 receipt still require consolidation
S05	D	AUTHOR-LINEAGE	REV3	REV4	2026	WFADDE: Weighted Memory, Failure-Archive Sampling, and Adaptive Local Disturbance for Wind Farm Layout Optimization	Bingchao Shi and Chen Yang and Sichen Tao and Chennuo Jin and Yifei Yang	SSRN preprint	10.2139/ssrn.6135326	2026_Shi_WFADDE_Weighted_Memory_Failure_Archive_Sampling_and_Adaptive_Local_Disturbance_for_Wind_Farm_Layout_Optimization.pdf	14029c5e4db959d3702960dedb87a30e7e9119a56378a2b8f80dca8dfa6119a5	local_primary_pdf_hashed	retained_direct	retained_target_contribution	WFADDE	wfadde_native_declared_24	wfadde_preprint_derived_e0_physical_fes_v1	wfadde_native_declared_24_p3_v1	ssrn2026_wfadde_native_25_v1	REV3	retained_plan005_package	P3 preprint-guided 8 wind conditions x N30/50/80 uses hashed same-lineage arrays and remains distinct from unavailable author originals
T41	D	AUTHOR-LINEAGE	REV3	NONE	2024	An Adaptive Strategy-incorporated Integer Genetic Algorithm for Wind Farm Layout Optimization	Tao Zheng and Haotian Li and Houtian He and Zhenyu Lei and Shangce Gao	Journal of Bionic Engineering	10.1007/s42235-024-00498-3	2024_Zheng_An_Adaptive_Strategy_Incorporated_Binary_Genetic_Algorithm_for_Wind_Farm_Layout_Optimization.pdf	656e328266459a42563e7af9fa5872af5124fe65cb9b67a5f3c9e842ab5d2ebb	local_primary_pdf_hashed	retained_direct	retained_target_contribution	AIGA	agpso_aiga_hgpso_landuse_156	aiga_paper_derived_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156_v1	jbe2024_aiga_native_25_v1	REV3	retained_plan005_package	No author source was found; paper-derived algorithm now pairs with the explicit 4x3x13 native contract rather than FODE transfer
T47	D	AUTHOR-LINEAGE	REV3	NONE	2025	Revolutionizing Wind Energy: A Compact Evolutionary Algorithm for Layout Optimization	Tao Zheng and Zhiwei Yu and Kefan Ni and Baohang Zhang and Zhenyu Lei and Shangce Gao	EITCE 2025	10.1145/3766671.3766786	2025_Zheng_Revolutionizing_Wind_Energy_A_Compact_Evolutionary_Algorithm_for_Layout_Optimization.pdf	a6b1ecb769612cf18466206073bcdeb14741b185d5b9296f6026bbce689717c7	local_primary_pdf_hashed	retained_direct	retained_target_contribution	CIGA	ciga_native_declared_4	ciga_paper_derived_e0_physical_fes_v1	ciga_native_declared_4_p3_v1	eitce2025_ciga_native_25_v1	REV3	retained_plan005_package	P3 four-condition N15 reconstruction uses L0 because the paper does not expose its stated masks; it is never labeled original constrained data
S01	D	AUTHOR-LINEAGE	REV3	NONE	2024	Competitive Elimination Improved Differential Evolution for Wind Farm Layout Optimization Problems	Sichen Tao and Yifei Yang and Ruihan Zhao and Hiroyoshi Todo and Zheng Tang	Mathematics	10.3390/math12233762	2024_Tao_Competitive_Elimination_Improved_Differential_Evolution_for_Wind_Farm_Layout_Optimization_Problems.pdf	bbe1b85d2198d744677a49e1a2624e625aa65a2ff20dc9b7863a47d071f3377b	local_primary_pdf_hashed	retained_direct	retained_target_contribution	CEDE	fode_e0_common	cede_paper_equations_physical_fes_v1	fode_wflop_e0_legacy_v1	math2024_cede_native_25_v1	REV3	retained_plan005_package	Paper FES and two local source reduction directions conflict; identities must remain separate
S02	D	AUTHOR-LINEAGE	REV3	NONE	2024	A Multi-Local Search-Based SHADE for Wind Farm Layout Optimization	Yifei Yang and Sichen Tao and Haotian Li and Haichuan Yang and Zheng Tang	Electronics	10.3390/electronics13163196	2024_Yang_A_Multi_Local_Search_Based_SHADE_for_Wind_Farm_Layout_Optimization.pdf	bc74a046f0206b393b285302693c45514c4c451e6d0d800957f858c502a7c434	local_primary_pdf_hashed	retained_direct	retained_target_contribution	MS-SHADE	msshade_native_declared_16	msshade_paper_equations_physical_fes_v1	msshade_native_declared_16_p3_v1	electronics2024_msshade_native_25_v1	REV3	retained_plan005_package	P3 hashed same-lineage 2-5-direction arrays reconstruct the unpublished random samples; paper roulette and local source blocks remain separate
Y34	D	AUTHOR-LINEAGE	REV3	NONE	2026	Multi-Strategy Synergy-Based Differential Evolution for Large Wind Farm Layout Optimization	Haotian Li and Yifei Yang and Qiong Fu and Zhenyu Lei and Zhe Xu and Shangce Gao	CAAI Transactions on Intelligence Technology	10.1049/cit2.70150	2026_Li_Multi_Strategy_Synergy_Based_Differential_Evolution_for_Large_Wind_Farm_Layout_Optimization.pdf	d3d9e4c13213154bba0242ed45278f4d39b581835d6c6b114a330d30a0d6a6f9	local_primary_pdf_hashed	retained_direct	retained_target_contribution	LSDE	lsde_large_declared_12	lsde_paper_derived_e0_physical_fes_v1	lsde_large_declared_12_p3_v1	cit2026_lsde_native_25_v1	REV3	retained_plan005_package	P3 15x15 x N30/50/100 contract uses hashed same-lineage 4-7-direction arrays because original arrays are unpublished
T82	D	CORE-SUPPORT	REV4	REV2	2022	Wind Farm Layout Optimization to Minimize the Wake-Induced Turbulence Effect on Wind Turbines	Lichao Cao and Mingwei Ge and Xiaoxia Gao and Bowen Du and Baoliang Li and Zhi Huang and Yongqian Liu	Applied Energy	10.1016/j.apenergy.2022.119599	2022_Cao_Wind_Farm_Layout_Optimization_to_Minimize_the_Wake_Induced_Turbulence_Effect_on_Wind_Turbines.pdf	a510f421af5a76142d4f0bb5588a7c329f3aaa4ce777a121f9da95bc325b0a68	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	NSGA-II	t82_cao_power_turbulence_three_case_v1	t82_nsga2_mo_turbulence_declared_reconstruction_v1	t82_cao_power_turbulence_three_case_v1	t82_three_case_nsga2_25seed_v1	REV4	h5_admitted_h6_and_formal_queued	academic paper-equation and figure-reconstructed reproduction of NSGA-II and all three paper problems; not author source, private arrays, random states or numerical replay
T85	D	KEY40	REV4	REV3	2023	Particle Swarm Optimization of a Wind Farm Layout with Active Control of Turbine Yaws	Jeonghwan Song and Taewan Kim and Donghyun You	Renewable Energy	10.1016/j.renene.2023.02.058	2023_Song_Particle_Swarm_Optimization_of_a_Wind_Farm_Layout_with_Active_Control_of_Turbine_Yaws.pdf	898e441b2d92c3c56d70dc3a6dd89ee27730550ac00e0905de8d7c02ca19ebc5	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	AGLDPSO joint layout-yaw optimization	Song 2023 six-case joint layout-yaw WFLOP	t85_agldpso_joint_yaw_declared_reconstruction_v1	t85_song_joint_layout_yaw_six_case_v1	t85_six_case_agldpso_25seed_v1	REV4	h5_admitted_h6_and_formal_queued	academic flexible paper-equation reconstruction of AGLDPSO and all six paper problems; not author source private data random states or numerical replay
T24	D	CORE-SUPPORT	REV4	NONE	2024	Optimization of a Wind Farm Layout to Mitigate the Wind Power Intermittency	Taewan Kim and Jeonghwan Song and Donghyun You	Applied Energy	10.1016/j.apenergy.2024.123383	2024_Kim_Optimization_of_a_Wind_Farm_Layout_to_Mitigate_the_Wind_Power_Intermittency.pdf	4c52c0959955919ebb512b6a601eb568bc52fc188030d723fce80bd964194e53	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	NSGA-III Markov-intermittency optimization	Kim 2024 six-case Markov-intermittency WFLOP	t24_nsga3_markov_intermittency_declared_reconstruction_v1	t24_kim_markov_intermittency_six_case_v1	t24_six_case_nsga3_25seed_v1	REV4	h5_admitted_h6_and_formal_queued	academic flexible paper-equation and figure-constrained reconstruction of NSGA-III and all six paper cases; not author source original Marado data private arrays random states or numerical replay
T33	D	KEY40	REV4	NONE	2023	Combined Layout and Cable Optimization of Offshore Wind Farms	Davide Cazzaro and David Franz Koza and David Pisinger	European Journal of Operational Research	10.1016/j.ejor.2023.04.046	2023_Cazzaro_Combined_Layout_and_Cable_Optimization_of_Offshore_Wind_Farms.pdf	1f3cc6f15e2348fad94fa8b33020c11ae01a7de4143d431a0d0d8f7f88924b8d	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	combined layout-cable variable neighborhood search	ten official offshore sites at low and high density with joint NPV	t33_combined_layout_cable_vns_declared_v1	t33_official_synthetic10_low_high_joint_npv_v1	t33_fixed_860_2064_cycles_25seed_v1	REV4	paper_pair_h5_validated	academic flexible paper/data reconstruction of the target combined heuristic and all twenty paper cases; not author code unpublished manual substations Gurobi bitstream original random stream or numerical replay
T64	D	KEY40	REV4	REV2	2016	The Impact of Land Use Constraints in Multi-Objective Energy-Noise Wind Farm Layout Optimization	Sami Yamani Douzi Sorkhabi and David A. Romero and Gary Kai Yan and Michelle Dao Gu and Joaquin Moran and Michael Morgenroth and Cristina H. Amon	Renewable Energy	10.1016/j.renene.2015.06.026	2016_Sorkhabi_The_Impact_of_Land_Use_Constraints_in_Multi_Objective_Energy_Noise_Wind_Farm_Layout_Optimization.pdf	6fc92723c93a0cf0eb667e7b21ce4f25525d8a9d04196bbe63b646738943db0f	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	NSGA-II static dynamic and death penalties	energy-noise WFLOP with land availability turbine count and uniformity roles	t64_nsga2_three_penalties_declared_reconstruction_v1	t64_energy_noise_land13role_declared_reconstruction_v1	t64_80000fes_25seed_penalty_uniformity_v1	REV4	paper_pair_h5_validated	academic flexible paper-lineage reconstruction of all target constraint modes and thirteen paper roles; H5 admitted, Waffle H6 and 1175 formal runs pending
T67	D	KEY40	REV4	NONE	2017	Investigating the Power-COE Trade-Off for Wind Farm Layout Optimization Considering Commercial Turbine Selection and Hub Height Variation	Mamdouh Abdulrahman and David Wood	Renewable Energy	10.1016/j.renene.2016.10.038	2017_Abdulrahman_Investigating_the_Power_COE_Trade_Off_for_Wind_Farm_Layout_Optimization_Considering_Commercial_Turbine_Selection_and_Hub_Height_Variation.pdf	9fc563f924ea1a882ebe8ed2cd3497cd45a7e35c8cfe8f551cac211e41115289	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	pending_full_text_contract	pending_full_text_contract	t67_method_pending_contract	t67_problem_pending_contract	t67_protocol_pending_contract	REV4	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T76	D	CORE-SUPPORT	REV4	NONE	2019	Investigation into Spacing Restriction and Layout Optimization of Wind Farm with Multiple Types of Wind Turbines	Haiying Sun and Hongxing Yang and Xiaoxia Gao	Energy	10.1016/j.energy.2018.11.073	2019_Sun_Investigation_into_Spacing_Restriction_and_Layout_Optimization_of_Wind_Farm_with_Multiple_Types_of_Wind_Turbines.pdf	dae77490f061fd063361a5f4b10aefba70773c4569b97c4a3c4a3e085860daba	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	pending_full_text_contract	pending_full_text_contract	t76_method_pending_contract	t76_problem_pending_contract	t76_protocol_pending_contract	REV4	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
