pair_id	corpus_id	role	algorithm_id	method_semantic_id	problem_id	problem_semantic_id	paper_protocol_id	native_asset	implementation_status	analysis_id	analysis_path	analysis_sha256	validation_status	theory_status
S04__fqfode_seeded_training_declared_reconstruction_v1__fode_wflop_e0_legacy_v1__target	S04	target	fqfode_seeded_training_declared_reconstruction_v1	fqfode_seeded_training_declared_reconstruction_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fqfode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S04__fqfode_seeded_training_declared_reconstruction_v1__fode_wflop_e0_legacy_v1__target__v1	hpc/paper_packages/S04/analysis/s04_fqfode_seeded_training_declared_reconstruction_v1_fode_wflop_e0_legacy_v1_target_hpc_analysis.json	b4f8792f1bfb06750521bb662726a87fc0141107ca526d4fc8b1fa8c51edbe7e	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S04__fode__fode_wflop_e0_legacy_v1__comparator	S04	comparator	fode	fode_e0_physical_fes	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fqfode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S04__fode__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S04/analysis/s04_fode_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	1379fd9859b616ad8461beae94c8495cf8fcf9729aa0071611098711895a952e	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S04__de__fode_wflop_e0_legacy_v1__comparator	S04	comparator	de	de_rand_1_bin_integer_wflop_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fqfode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S04__de__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S04/analysis/s04_de_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	c309f5cea09576217d6146a09c9f00fe8763dcdd4432ba9c9e8db28bd2f01243	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S04__lshade__fode_wflop_e0_legacy_v1__comparator	S04	comparator	lshade	lshade_paper_first_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fqfode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S04__lshade__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S04/analysis/s04_lshade_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	8b13e7ee9c90121f97cc4e06e04cde169943a0706c0c30be57e2ef269612c5c5	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S04__clshade__fode_wflop_e0_legacy_v1__comparator	S04	comparator	clshade	clshade_paper_derived_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fqfode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S04__clshade__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S04/analysis/s04_clshade_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	edae4e2f72461af766cd4c3be43586d343662a15934fd5fa11ad86f2d747aeae	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S04__agpso__fode_wflop_e0_legacy_v1__comparator	S04	comparator	agpso	agpso_paper_staged_parallel_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fqfode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S04__agpso__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S04/analysis/s04_agpso_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	e2d8f959890be7a279b44676f845c0d7ae4baaace0345f20201277c38b37b0c6	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S04__ise__fode_wflop_e0_legacy_v1__comparator	S04	comparator	ise	ise_paper_derived_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fqfode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S04__ise__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S04/analysis/s04_ise_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	af6251ab7bbeff45e02688cf141e599ca739fdd42c5be222e9e7fd219918f63e	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S03__fode__fode_wflop_e0_legacy_v1__target	S03	target	fode	fode_e0_physical_fes	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S03__fode__fode_wflop_e0_legacy_v1__target__v1	hpc/paper_packages/S03/analysis/s03_fode_fode_wflop_e0_legacy_v1_target_hpc_analysis.json	df3cf9bdf2d9be913f30e68a6a47b2c45a5d4e68847d63141e23b36672de2870	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S03__aga__fode_wflop_e0_legacy_v1__comparator	S03	comparator	aga	aga_paper_first_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S03__aga__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S03/analysis/s03_aga_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	bf0d31cee2f6e15da2a9541ae35847315355eaf144f324e5f389d427913e5694	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S03__sugga__fode_wflop_e0_legacy_v1__comparator	S03	comparator	sugga	sugga_frozen_surrogate_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S03__sugga__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S03/analysis/s03_sugga_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	7cc6ba399ac41d36944ca5b705c947e68bb1fe36e7ecb26a984cc5cb67e894e2	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S03__ise__fode_wflop_e0_legacy_v1__comparator	S03	comparator	ise	ise_paper_derived_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S03__ise__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S03/analysis/s03_ise_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	a8f1bdb6f43df7be91a6605fa145a3e1c375dfd5e4336fccd7057e80330d93ca	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S03__agpso__fode_wflop_e0_legacy_v1__comparator	S03	comparator	agpso	agpso_paper_staged_parallel_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S03__agpso__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S03/analysis/s03_agpso_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	a3137f05d5303761a6b78a6b93679bc86bbb6bf9c52af22b4557e6ba8c7a78ce	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S03__cgpso__fode_wflop_e0_legacy_v1__comparator	S03	comparator	cgpso	cgpso_paper_staged_parallel_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S03__cgpso__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S03/analysis/s03_cgpso_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	ebeb7c1a9505477f65a58d0236b6c4c7b1bf5b313c7a386ea2bd7bec5b099094	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S03__lshade__fode_wflop_e0_legacy_v1__comparator	S03	comparator	lshade	lshade_paper_first_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S03__lshade__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S03/analysis/s03_lshade_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	efc15c61652c69b67154aa9cbfff3c4080d5e45311ea7aab3e3371e78c77a8ac	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S03__clshade__fode_wflop_e0_legacy_v1__comparator	S03	comparator	clshade	clshade_paper_derived_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2025_fode_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S03__clshade__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S03/analysis/s03_clshade_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	12293bfb6f3e639bf8e6a8a3eecc5e860823862054ce6f8c8cdcb20006a9bb82	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S05__wfadde__wfadde_native_declared_24_p3_v1__target	S05	target	wfadde	wfadde_preprint_derived_e0_physical_fes_v1	wfadde_native_declared_24	wfadde_native_declared_24_p3_v1	ssrn2026_wfadde_native_25_v1	shared/contracts/wfadde_native_declared_24_cases.json	executable_baseline	hpc_analysis__S05__wfadde__wfadde_native_declared_24_p3_v1__target__v1	hpc/paper_packages/S05/analysis/s05_wfadde_wfadde_native_declared_24_p3_v1_target_hpc_analysis.json	8980c592b0fb102db2082d2be053056b23122e1150948c9be65006f10214209e	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S05__fode__wfadde_native_declared_24_p3_v1__comparator	S05	comparator	fode	fode_e0_physical_fes	wfadde_native_declared_24	wfadde_native_declared_24_p3_v1	ssrn2026_wfadde_native_25_v1	shared/contracts/wfadde_native_declared_24_cases.json	executable_baseline	hpc_analysis__S05__fode__wfadde_native_declared_24_p3_v1__comparator__v1	hpc/paper_packages/S05/analysis/s05_fode_wfadde_native_declared_24_p3_v1_comparator_hpc_analysis.json	1bf9bb7edf969d66ef1cbaa38fee45ef28bc465dfab615e9b9926e9633fa03b7	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S05__lshade__wfadde_native_declared_24_p3_v1__comparator	S05	comparator	lshade	lshade_paper_first_e0_physical_fes_v1	wfadde_native_declared_24	wfadde_native_declared_24_p3_v1	ssrn2026_wfadde_native_25_v1	shared/contracts/wfadde_native_declared_24_cases.json	executable_baseline	hpc_analysis__S05__lshade__wfadde_native_declared_24_p3_v1__comparator__v1	hpc/paper_packages/S05/analysis/s05_lshade_wfadde_native_declared_24_p3_v1_comparator_hpc_analysis.json	86a46bc0a5867c87e0182781de7baba8c30d966d975b28d9785e01921fd92e76	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S05__clshade__wfadde_native_declared_24_p3_v1__comparator	S05	comparator	clshade	clshade_paper_derived_e0_physical_fes_v1	wfadde_native_declared_24	wfadde_native_declared_24_p3_v1	ssrn2026_wfadde_native_25_v1	shared/contracts/wfadde_native_declared_24_cases.json	executable_baseline	hpc_analysis__S05__clshade__wfadde_native_declared_24_p3_v1__comparator__v1	hpc/paper_packages/S05/analysis/s05_clshade_wfadde_native_declared_24_p3_v1_comparator_hpc_analysis.json	ab53f25f08fd3c58f2ca7b00f4b2f36008d8d38c92d73d2d6d7a3d32189c920d	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S05__cede__wfadde_native_declared_24_p3_v1__comparator	S05	comparator	cede	cede_paper_equations_physical_fes_v1	wfadde_native_declared_24	wfadde_native_declared_24_p3_v1	ssrn2026_wfadde_native_25_v1	shared/contracts/wfadde_native_declared_24_cases.json	executable_baseline	hpc_analysis__S05__cede__wfadde_native_declared_24_p3_v1__comparator__v1	hpc/paper_packages/S05/analysis/s05_cede_wfadde_native_declared_24_p3_v1_comparator_hpc_analysis.json	6152d43941ef89171ea1381517852a581d2d7fea3cd2d3be1412f5f6153068c1	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S05__msshade__wfadde_native_declared_24_p3_v1__comparator	S05	comparator	msshade	msshade_paper_equations_physical_fes_v1	wfadde_native_declared_24	wfadde_native_declared_24_p3_v1	ssrn2026_wfadde_native_25_v1	shared/contracts/wfadde_native_declared_24_cases.json	executable_baseline	hpc_analysis__S05__msshade__wfadde_native_declared_24_p3_v1__comparator__v1	hpc/paper_packages/S05/analysis/s05_msshade_wfadde_native_declared_24_p3_v1_comparator_hpc_analysis.json	008ff9b3a2d42549ebab4b673a53fce5918d82138488b8874b2fdb7bfdd2dbe6	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T41__aiga__agpso_aiga_hgpso_landuse_156_v1__target	T41	target	aiga	aiga_paper_derived_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	jbe2024_aiga_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__T41__aiga__agpso_aiga_hgpso_landuse_156_v1__target__v1	hpc/paper_packages/T41/analysis/t41_aiga_agpso_aiga_hgpso_landuse_156_v1_target_hpc_analysis.json	f8c17fda8b2abdd2601795dc63100ff3dd8e247bb939da7cee63be2fe7482f60	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T41__aga__agpso_aiga_hgpso_landuse_156_v1__comparator	T41	comparator	aga	aga_paper_first_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	jbe2024_aiga_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__T41__aga__agpso_aiga_hgpso_landuse_156_v1__comparator__v1	hpc/paper_packages/T41/analysis/t41_aga_agpso_aiga_hgpso_landuse_156_v1_comparator_hpc_analysis.json	0dfd6545f31e182cb8be693039ecdd2cc80b0a6988eda9e1a7f6e7ad6b61c235	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T41__sugga__agpso_aiga_hgpso_landuse_156_v1__comparator	T41	comparator	sugga	sugga_frozen_surrogate_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	jbe2024_aiga_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__T41__sugga__agpso_aiga_hgpso_landuse_156_v1__comparator__v1	hpc/paper_packages/T41/analysis/t41_sugga_agpso_aiga_hgpso_landuse_156_v1_comparator_hpc_analysis.json	5b98211b977e9cfdac9b6414b2a0c251184bba7d1a5c094c706566f4492031c5	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T41__agpso__agpso_aiga_hgpso_landuse_156_v1__comparator	T41	comparator	agpso	agpso_paper_staged_parallel_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	jbe2024_aiga_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__T41__agpso__agpso_aiga_hgpso_landuse_156_v1__comparator__v1	hpc/paper_packages/T41/analysis/t41_agpso_agpso_aiga_hgpso_landuse_156_v1_comparator_hpc_analysis.json	6636a9bc5706ea955c4d23d6b25785df8a9b8130a76a9c6c16575968d772181c	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T41__cgpso__agpso_aiga_hgpso_landuse_156_v1__comparator	T41	comparator	cgpso	cgpso_paper_staged_parallel_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	jbe2024_aiga_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__T41__cgpso__agpso_aiga_hgpso_landuse_156_v1__comparator__v1	hpc/paper_packages/T41/analysis/t41_cgpso_agpso_aiga_hgpso_landuse_156_v1_comparator_hpc_analysis.json	402a5345418b96e7edc8eb8d53737601f038bbb66223a50f8e1ce5519fdc9e28	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T47__ciga__ciga_native_declared_4_p3_v1__target	T47	target	ciga	ciga_paper_derived_e0_physical_fes_v1	ciga_native_declared_4	ciga_native_declared_4_p3_v1	eitce2025_ciga_native_25_v1	shared/contracts/ciga_native_declared_4_cases.json	executable_baseline	hpc_analysis__T47__ciga__ciga_native_declared_4_p3_v1__target__v1	hpc/paper_packages/T47/analysis/t47_ciga_ciga_native_declared_4_p3_v1_target_hpc_analysis.json	3ddb9aa1fd1c2a99c27b61b261fe5b7f664e260b2900efa812a50c6902a5dbeb	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T47__aga__ciga_native_declared_4_p3_v1__comparator	T47	comparator	aga	aga_paper_first_e0_physical_fes_v1	ciga_native_declared_4	ciga_native_declared_4_p3_v1	eitce2025_ciga_native_25_v1	shared/contracts/ciga_native_declared_4_cases.json	executable_baseline	hpc_analysis__T47__aga__ciga_native_declared_4_p3_v1__comparator__v1	hpc/paper_packages/T47/analysis/t47_aga_ciga_native_declared_4_p3_v1_comparator_hpc_analysis.json	bfbb055d669fc0552861b6436071989219f1c254b61623d93125892cc29b7a0a	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T47__sugga__ciga_native_declared_4_p3_v1__comparator	T47	comparator	sugga	sugga_frozen_surrogate_e0_physical_fes_v1	ciga_native_declared_4	ciga_native_declared_4_p3_v1	eitce2025_ciga_native_25_v1	shared/contracts/ciga_native_declared_4_cases.json	executable_baseline	hpc_analysis__T47__sugga__ciga_native_declared_4_p3_v1__comparator__v1	hpc/paper_packages/T47/analysis/t47_sugga_ciga_native_declared_4_p3_v1_comparator_hpc_analysis.json	dc515b8840d1d27a177cb68345025f5e9c5633e441388e3130926dfbb9e803e0	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T47__hgsa__ciga_native_declared_4_p3_v1__comparator	T47	comparator	hgsa	hgsa_archived_source_reconstruction_v1	ciga_native_declared_4	ciga_native_declared_4_p3_v1	eitce2025_ciga_native_25_v1	shared/contracts/ciga_native_declared_4_cases.json	executable_baseline	hpc_analysis__T47__hgsa__ciga_native_declared_4_p3_v1__comparator__v1	hpc/paper_packages/T47/analysis/t47_hgsa_ciga_native_declared_4_p3_v1_comparator_hpc_analysis.json	e0436e4a2e365a23f75088cf0ac537a6e0fd1c49903be6cddb05b1fe063b47db	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S01__cede__fode_wflop_e0_legacy_v1__target	S01	target	cede	cede_paper_equations_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2024_cede_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S01__cede__fode_wflop_e0_legacy_v1__target__v1	hpc/paper_packages/S01/analysis/s01_cede_fode_wflop_e0_legacy_v1_target_hpc_analysis.json	a0253002e670f8b167453741c3137defc375a3f16f01d06098671bd027abe5ba	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S01__de__fode_wflop_e0_legacy_v1__comparator	S01	comparator	de	de_rand_1_bin_integer_wflop_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2024_cede_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S01__de__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S01/analysis/s01_de_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	569c127dbb775755c4c9a4a844908633e19dd58055023c4dbdc2e220945fb123	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S01__lshade__fode_wflop_e0_legacy_v1__comparator	S01	comparator	lshade	lshade_paper_first_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2024_cede_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S01__lshade__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S01/analysis/s01_lshade_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	f1f8fc951c3e329029511399e19a9d89a458801d2b4d99bb38b0756b6faf88b2	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S01__clshade__fode_wflop_e0_legacy_v1__comparator	S01	comparator	clshade	clshade_paper_derived_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2024_cede_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S01__clshade__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S01/analysis/s01_clshade_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	aac547f15f3c96e3fc16bb57cfbef44fc75f769555091645866828416380c4c2	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S01__agpso__fode_wflop_e0_legacy_v1__comparator	S01	comparator	agpso	agpso_paper_staged_parallel_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2024_cede_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S01__agpso__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S01/analysis/s01_agpso_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	6feb70e348c3310bb44147c9155f30c4f12bafb56e5ba4a46e1535381c59f3e4	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S01__ise__fode_wflop_e0_legacy_v1__comparator	S01	comparator	ise	ise_paper_derived_e0_physical_fes_v1	fode_e0_common	fode_wflop_e0_legacy_v1	math2024_cede_native_25_v1	shared/contracts/benchmark_cases.json	executable_baseline	hpc_analysis__S01__ise__fode_wflop_e0_legacy_v1__comparator__v1	hpc/paper_packages/S01/analysis/s01_ise_fode_wflop_e0_legacy_v1_comparator_hpc_analysis.json	d08d01af6bb6a9a2ccd5e805d8191e3895132e3d226ae5e562146bdee7b0ab40	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S02__msshade__msshade_native_declared_16_p3_v1__target	S02	target	msshade	msshade_paper_equations_physical_fes_v1	msshade_native_declared_16	msshade_native_declared_16_p3_v1	electronics2024_msshade_native_25_v1	shared/contracts/msshade_native_declared_16_cases.json	executable_baseline	hpc_analysis__S02__msshade__msshade_native_declared_16_p3_v1__target__v1	hpc/paper_packages/S02/analysis/s02_msshade_msshade_native_declared_16_p3_v1_target_hpc_analysis.json	2fe61f180ef5cefbd6acc652134211540bbf6fc38917917d97c3f73bb97c78a4	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S02__shade__msshade_native_declared_16_p3_v1__comparator	S02	comparator	shade	shade_success_history_integer_wflop_v1	msshade_native_declared_16	msshade_native_declared_16_p3_v1	electronics2024_msshade_native_25_v1	shared/contracts/msshade_native_declared_16_cases.json	executable_baseline	hpc_analysis__S02__shade__msshade_native_declared_16_p3_v1__comparator__v1	hpc/paper_packages/S02/analysis/s02_shade_msshade_native_declared_16_p3_v1_comparator_hpc_analysis.json	53ab439ed1b68ea2759b6016e936f162f131dbdff5aeb2ddc1a110c1b205fc0a	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S02__lshade__msshade_native_declared_16_p3_v1__comparator	S02	comparator	lshade	lshade_paper_first_e0_physical_fes_v1	msshade_native_declared_16	msshade_native_declared_16_p3_v1	electronics2024_msshade_native_25_v1	shared/contracts/msshade_native_declared_16_cases.json	executable_baseline	hpc_analysis__S02__lshade__msshade_native_declared_16_p3_v1__comparator__v1	hpc/paper_packages/S02/analysis/s02_lshade_msshade_native_declared_16_p3_v1_comparator_hpc_analysis.json	1ded260309548b41bf1e64dd8d222aa6a34ec0bcef91f730f959d83d8549ef37	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S02__aga__msshade_native_declared_16_p3_v1__comparator	S02	comparator	aga	aga_paper_first_e0_physical_fes_v1	msshade_native_declared_16	msshade_native_declared_16_p3_v1	electronics2024_msshade_native_25_v1	shared/contracts/msshade_native_declared_16_cases.json	executable_baseline	hpc_analysis__S02__aga__msshade_native_declared_16_p3_v1__comparator__v1	hpc/paper_packages/S02/analysis/s02_aga_msshade_native_declared_16_p3_v1_comparator_hpc_analysis.json	4aece6dcf06982ed2f0c76e42f199f0ad2eee4a31f6cee37d3c4b9c8792db628	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S02__agpso__msshade_native_declared_16_p3_v1__comparator	S02	comparator	agpso	agpso_paper_staged_parallel_e0_physical_fes_v1	msshade_native_declared_16	msshade_native_declared_16_p3_v1	electronics2024_msshade_native_25_v1	shared/contracts/msshade_native_declared_16_cases.json	executable_baseline	hpc_analysis__S02__agpso__msshade_native_declared_16_p3_v1__comparator__v1	hpc/paper_packages/S02/analysis/s02_agpso_msshade_native_declared_16_p3_v1_comparator_hpc_analysis.json	192d84350f48e1dfd04a8f585f7f1637476d70208ade85616d6b55d293dde969	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
S02__cgpso__msshade_native_declared_16_p3_v1__comparator	S02	comparator	cgpso	cgpso_paper_staged_parallel_e0_physical_fes_v1	msshade_native_declared_16	msshade_native_declared_16_p3_v1	electronics2024_msshade_native_25_v1	shared/contracts/msshade_native_declared_16_cases.json	executable_baseline	hpc_analysis__S02__cgpso__msshade_native_declared_16_p3_v1__comparator__v1	hpc/paper_packages/S02/analysis/s02_cgpso_msshade_native_declared_16_p3_v1_comparator_hpc_analysis.json	7530253a91301fc6fe96664de72c92ab2cd5541415b2308736b9cba40cb6d22f	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y34__lsde__lsde_large_declared_12_p3_v1__target	Y34	target	lsde	lsde_paper_derived_e0_physical_fes_v1	lsde_large_declared_12	lsde_large_declared_12_p3_v1	cit2026_lsde_native_25_v1	shared/contracts/lsde_native_declared_12_cases.json	executable_baseline	hpc_analysis__Y34__lsde__lsde_large_declared_12_p3_v1__target__v1	hpc/paper_packages/Y34/analysis/y34_lsde_lsde_large_declared_12_p3_v1_target_hpc_analysis.json	19c70a2ffa814b3ea4f8c417657c92ed1868f83799669d5cfa16d99d3b03505f	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y34__de__lsde_large_declared_12_p3_v1__comparator	Y34	comparator	de	de_rand_1_bin_integer_wflop_v1	lsde_large_declared_12	lsde_large_declared_12_p3_v1	cit2026_lsde_native_25_v1	shared/contracts/lsde_native_declared_12_cases.json	executable_baseline	hpc_analysis__Y34__de__lsde_large_declared_12_p3_v1__comparator__v1	hpc/paper_packages/Y34/analysis/y34_de_lsde_large_declared_12_p3_v1_comparator_hpc_analysis.json	d396b2edf78c7cb7b62ed183ae576bb223a5117d3427e9cda7b43743f30fa105	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y34__lshade__lsde_large_declared_12_p3_v1__comparator	Y34	comparator	lshade	lshade_paper_first_e0_physical_fes_v1	lsde_large_declared_12	lsde_large_declared_12_p3_v1	cit2026_lsde_native_25_v1	shared/contracts/lsde_native_declared_12_cases.json	executable_baseline	hpc_analysis__Y34__lshade__lsde_large_declared_12_p3_v1__comparator__v1	hpc/paper_packages/Y34/analysis/y34_lshade_lsde_large_declared_12_p3_v1_comparator_hpc_analysis.json	1a77c9bf6836950610887b498db4d07d2578c95ceeb8899725397f4e78f3b5d5	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y34__clshade__lsde_large_declared_12_p3_v1__comparator	Y34	comparator	clshade	clshade_paper_derived_e0_physical_fes_v1	lsde_large_declared_12	lsde_large_declared_12_p3_v1	cit2026_lsde_native_25_v1	shared/contracts/lsde_native_declared_12_cases.json	executable_baseline	hpc_analysis__Y34__clshade__lsde_large_declared_12_p3_v1__comparator__v1	hpc/paper_packages/Y34/analysis/y34_clshade_lsde_large_declared_12_p3_v1_comparator_hpc_analysis.json	99119e7d5e8fb0b7bef438be2fe4bd6f728245f3ef069d5d17c8bab294a35586	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
